Age,MonthlyIncome,JobSatisfaction,OverTime,Attrition,BusinessTravel_Viaja_Frecuentemente,BusinessTravel_Viaja_Poco
27,6349,2,1,0,False,False
54,4869,3,0,0,True,False
43,9985,1,0,0,False,True
45,3697,4,0,0,False,True
40,7457,4,1,0,False,True
29,2119,1,1,1,False,True
29,3983,4,0,0,False,True
30,6118,3,0,0,False,True
27,6214,2,0,0,False,True
37,6347,4,0,0,False,True
38,11510,4,1,0,False,True
31,7143,4,1,0,False,True
29,8268,2,1,0,False,True
35,8095,2,0,0,False,True
23,2904,4,0,0,False,True
41,6032,2,1,0,False,True
47,2976,3,0,0,True,False
42,15992,4,0,0,False,True
29,4649,3,0,0,False,False
42,2696,3,1,0,False,True
32,2370,2,0,0,False,True
48,12504,3,0,0,False,True
37,5974,1,1,0,False,True
30,4736,3,1,0,False,False
26,5296,3,0,0,False,True
42,6781,4,0,0,False,True
21,2174,2,1,1,True,False
36,6653,4,0,0,False,False
36,9699,4,0,0,True,False
57,6755,3,0,0,False,True
40,2213,3,1,0,False,True
21,2610,4,0,0,False,False
33,2851,3,1,1,False,True
37,3452,1,0,0,False,True
46,5258,3,0,0,False,False
41,9355,2,0,1,True,False
50,10496,4,0,0,False,True
40,6380,3,1,1,False,True
31,2657,2,1,0,False,True
21,2716,2,0,1,False,True
29,2201,4,0,0,False,True
35,6540,2,0,0,False,True
27,3816,2,0,0,False,True
28,5253,4,0,0,False,True
49,10965,3,0,0,False,True
51,4936,4,0,0,False,True
36,2543,3,0,0,False,True
34,5304,4,1,1,False,False
55,16659,4,1,0,False,True
24,4260,3,1,0,False,True
30,2476,2,0,0,False,True
26,3102,1,0,1,True,False
22,2244,2,0,0,False,True
36,7596,3,0,0,False,True
30,2285,4,1,1,True,False
37,3034,1,0,0,False,True
40,5715,2,0,0,False,True
42,2576,1,0,0,False,True
37,4197,2,1,0,False,True
43,14336,2,0,0,False,True
40,3448,3,0,0,False,True
54,19406,1,0,0,False,True
34,6538,3,0,0,False,False
31,4306,1,0,0,False,True
43,2258,4,0,0,True,False
43,4522,3,1,0,False,True
25,4487,4,1,0,False,True
37,4449,3,1,0,False,False
31,2218,1,0,0,False,True
39,19197,3,1,0,True,False
56,13212,1,0,0,True,False
30,6577,3,0,0,False,True
41,8392,1,0,0,False,True
28,4558,1,0,0,False,True
25,4031,1,0,1,False,True
52,7969,3,1,0,False,True
45,2654,4,0,0,False,True
52,16555,4,0,0,False,True
42,4556,3,0,0,True,False
30,6091,4,0,0,False,True
60,19566,1,0,0,False,True
46,4810,3,0,0,False,True
42,4523,4,0,0,True,False
24,3202,2,1,1,False,True
34,2351,3,0,1,True,False
38,1702,4,1,0,True,False
40,18041,3,0,0,False,True
26,2886,4,0,0,False,True
30,2097,4,0,0,False,False
29,11935,3,0,0,False,True
29,2546,2,0,1,False,True
19,2564,4,0,1,False,True
30,8412,1,0,0,False,False
57,14118,4,0,0,False,True
50,17046,3,0,0,False,True
30,2564,4,0,0,False,False
60,10266,1,0,0,True,False
47,5070,4,0,0,False,True
46,17861,3,0,0,False,True
35,4230,3,0,0,False,True
54,3780,3,0,0,False,True
34,2768,3,0,0,False,True
46,9071,4,1,0,False,True
31,10648,2,0,0,False,True
33,13610,3,1,1,False,True
33,3408,4,0,1,False,True
30,2983,2,0,0,False,True
35,7632,3,1,0,False,True
31,9824,3,0,1,True,False
34,9950,1,1,1,True,False
42,2093,3,0,0,True,False
36,9980,4,0,0,False,False
22,3894,3,0,1,True,False
48,4051,4,0,0,False,True
55,16835,2,0,0,False,True
41,6230,4,0,0,False,False
35,4717,3,0,0,False,True
40,13237,3,0,0,False,True
39,3755,3,0,0,True,False
31,6582,4,1,0,False,True
42,7406,1,1,0,False,True
45,4805,2,0,0,False,True
26,2741,3,1,1,True,False
29,4262,4,0,0,False,True
33,16184,3,0,0,False,True
31,11557,4,0,0,False,True
18,1878,2,1,1,True,False
40,10932,1,0,0,False,False
41,6811,3,1,0,False,False
26,4306,3,0,0,False,True
35,4859,3,0,0,False,True
34,5337,4,0,0,False,True
26,2340,4,1,1,False,True
37,7491,4,0,0,False,True
46,10527,3,0,0,True,False
41,16595,1,0,0,False,True
37,8834,2,0,0,False,False
52,5577,1,1,0,False,True
32,4707,3,0,1,False,False
24,2400,4,0,0,True,False
38,9824,3,0,0,False,True
37,6447,2,0,0,False,True
49,19502,3,1,0,False,True
24,2725,4,1,0,False,True
26,6272,2,0,0,False,True
24,2127,2,0,0,False,True
50,18200,2,0,0,True,False
25,2096,3,0,0,False,True
24,2886,3,1,1,True,False
30,2033,1,0,1,True,False
34,3622,4,1,0,False,True
31,4233,1,0,1,False,True
35,3681,4,0,0,False,True
31,5460,4,0,0,False,True
27,2187,3,0,0,False,True
37,9602,3,1,0,False,True
20,2836,2,0,0,False,True
42,4089,4,0,0,False,True
43,16627,4,1,0,False,True
38,2619,1,0,0,False,True
43,5679,3,1,0,True,False
48,15402,1,0,0,False,True
44,5985,3,0,0,False,True
34,2579,3,1,0,False,True
27,3041,1,0,1,False,True
21,3447,3,0,0,False,True
44,19513,4,1,0,False,True
22,2773,3,0,0,False,True
33,7104,3,0,0,False,True
32,6322,4,1,0,False,True
30,2083,3,0,0,True,False
53,8381,1,0,0,False,True
34,2691,4,0,0,False,True
45,4286,1,0,1,True,False
26,2659,4,1,0,False,True
37,9434,3,0,0,False,True
29,5561,3,0,0,False,True
35,6646,4,0,0,False,True
33,7725,4,0,0,True,False
54,10725,2,0,0,False,True
36,8847,2,1,0,False,True
27,2045,4,0,0,False,True
20,1009,3,1,1,False,True
33,3348,1,1,1,True,False
35,1281,3,0,0,False,False
23,2819,1,0,0,False,True
25,4851,2,0,0,False,True
38,4028,4,0,0,False,True
29,2720,4,0,0,True,False
48,8120,2,0,0,False,True
27,4647,4,1,0,True,False
37,4680,4,0,0,False,True
50,3221,3,1,0,False,True
34,8621,2,0,0,False,True
24,4577,3,0,1,False,True
39,4553,3,0,0,False,True
32,5396,4,0,0,False,True
50,6796,3,1,1,True,False
38,7625,4,0,0,False,True
27,7412,1,0,0,False,True
32,11159,4,0,0,False,True
47,4960,1,0,0,False,True
40,10475,1,1,0,True,False
53,14814,3,0,0,False,True
41,19141,4,0,0,False,True
60,5405,1,0,0,False,True
27,8793,1,0,0,True,False
41,19189,3,0,0,False,True
50,3875,2,0,0,False,True
28,2216,2,1,1,False,True
36,11713,1,0,0,False,False
38,7861,3,1,0,False,True
44,3708,3,0,0,False,False
47,13770,3,1,0,True,False
30,5304,4,0,0,False,True
29,2642,3,0,0,False,True
42,2759,3,1,1,True,False
43,6804,4,0,0,True,False
34,6142,3,0,0,False,True
23,2500,1,0,0,False,True
39,6389,2,0,0,False,True
56,11103,4,0,0,False,True
40,2342,4,1,0,False,True
27,6811,1,0,0,False,True
29,2297,2,0,0,False,True
53,2450,4,0,0,False,True
35,5093,1,0,0,False,False
32,5309,4,0,0,True,False
38,3057,3,1,0,False,True
34,5121,1,0,0,False,True
52,16856,1,0,0,False,True
33,2686,4,1,1,False,True
25,6180,4,0,0,False,True
45,6632,3,0,0,False,True
23,3505,3,0,0,False,True
47,6397,3,1,1,True,False
34,6274,4,0,0,False,True
55,19859,1,1,1,False,True
36,7587,1,0,0,False,False
52,4258,4,0,0,False,False
26,4364,4,0,0,True,False
29,4335,3,0,0,False,True
26,5326,1,0,1,False,True
34,3280,4,0,0,False,True
54,5485,1,1,0,False,True
27,4342,4,0,0,True,False
37,2782,1,1,0,False,True
38,5980,1,1,0,True,False
34,4381,1,0,0,False,True
35,2572,4,0,0,False,True
30,3833,3,0,0,False,True
40,4244,2,0,0,True,False
34,6500,1,0,0,False,True
42,18430,4,0,0,True,False
23,1601,1,1,1,False,True
24,2694,2,0,0,False,False
52,3149,3,0,0,False,True
50,17639,3,0,0,False,True
29,2319,1,1,1,False,True
33,11691,3,0,0,False,True
33,5324,1,0,1,False,True
47,16752,4,1,0,False,True
36,5228,2,0,0,False,True
29,2700,3,0,0,False,True
58,19246,2,1,1,False,True
35,2506,3,0,0,False,True
42,6062,4,1,0,False,True
28,4382,3,0,1,False,True
36,2143,2,0,0,False,True
32,6162,3,0,0,False,True
40,5094,3,0,0,True,False
30,6877,4,1,0,False,True
45,2274,3,0,0,False,True
42,4434,2,0,0,False,True
38,6288,1,0,0,True,False
34,2553,4,0,0,True,False
49,7654,4,0,1,False,True
55,5160,4,0,1,False,True
43,17159,1,0,0,False,True
27,12808,4,1,0,False,True
35,10221,3,0,0,False,True
28,4779,2,1,0,False,True
34,3737,4,0,0,False,True
26,2366,3,1,1,True,False
27,1706,4,0,0,False,False
51,16307,3,0,0,False,True
44,5933,2,0,0,False,True
25,3424,1,0,0,False,True
33,4037,1,0,0,False,True
35,2559,1,0,0,False,True
36,6201,4,1,0,False,True
32,4403,4,0,0,False,True
30,3761,4,0,0,True,False
53,10934,4,1,0,False,True
45,10761,1,1,0,False,True
32,5175,3,0,0,False,True
52,13826,4,0,0,True,False
37,6334,3,0,0,False,True
28,4936,4,0,0,False,True
22,4775,4,0,0,False,True
44,2818,4,1,0,False,True
42,2515,4,1,0,True,False
36,2342,1,0,0,False,True
25,4194,1,1,0,False,True
35,10685,3,1,0,False,True
35,2022,2,1,1,True,False
32,2314,4,0,0,False,False
25,4256,1,0,0,False,True
49,3580,1,0,0,False,True
24,3162,4,0,0,False,False
32,6524,2,0,0,True,False
38,2899,2,0,0,False,True
42,5231,4,1,0,False,True
31,2356,4,1,0,False,True
29,2800,3,1,1,False,True
53,11836,4,0,0,False,True
35,10903,2,0,0,False,True
37,2973,4,0,0,True,False
53,14275,4,0,0,False,True
43,5562,4,0,0,True,False
47,4537,4,1,0,False,True
37,7642,2,1,0,False,False
50,17924,1,0,0,False,False
39,5204,4,0,0,False,True
33,2277,2,1,0,False,True
32,2795,4,1,1,False,True
29,2532,4,0,0,False,True
44,2559,1,1,0,False,True
28,4908,4,0,0,False,True
58,2380,4,1,1,True,False
43,4765,2,0,0,False,True
20,2044,3,0,1,False,True
21,2693,4,0,1,False,True
36,6586,4,1,0,False,True
47,3294,4,1,0,False,True
22,4171,3,1,1,False,True
41,2778,4,1,1,False,True
28,2377,3,0,0,False,True
39,2404,1,1,1,False,True
27,2318,3,0,0,False,True
34,2008,2,0,0,False,True
42,6244,3,0,0,False,True
33,2799,1,1,0,False,True
58,10552,2,1,0,False,True
31,2329,3,0,0,False,True
35,4014,4,1,0,False,True
49,7403,2,0,0,False,True
48,2259,3,0,0,False,True
31,6932,3,0,0,False,False
36,4678,4,0,0,False,True
38,13582,1,0,0,False,True
32,2332,2,0,0,False,False
25,2413,2,1,1,False,True
40,9705,2,0,0,False,True
26,4294,1,0,0,True,False
41,4721,1,1,0,False,True
36,2519,3,0,0,False,True
19,2121,2,1,1,False,True
20,2973,1,0,1,False,True
31,5855,4,1,0,False,True
40,3617,2,1,0,True,False
32,6725,1,0,0,False,True
36,10325,4,1,1,False,True
33,6949,4,0,0,False,True
37,10609,3,0,1,False,True
45,4447,2,0,0,False,False
29,2157,4,0,0,True,False
35,4601,3,0,0,False,True
52,17099,4,0,0,False,True
58,2479,3,0,1,False,True
53,14852,3,0,0,False,True
30,7264,3,0,0,False,True
38,5666,4,1,0,False,False
35,7823,4,0,0,False,True
39,7880,3,0,0,False,True
40,13194,2,1,1,False,False
47,5067,3,1,0,True,False
36,5079,4,0,0,False,False
31,2321,1,1,1,False,False
33,17444,3,0,0,False,False
29,2404,1,1,1,False,True
33,3452,4,0,0,False,True
45,2270,4,0,0,False,True
50,17399,4,0,0,False,True
33,5488,2,1,0,True,False
41,19419,3,0,0,True,False
27,2811,2,0,0,False,True
45,3633,1,1,0,False,False
47,4163,4,1,0,False,True
30,2132,3,1,1,False,True
50,13973,3,1,0,False,True
38,2684,3,0,0,True,False
46,10845,3,0,0,False,True
24,4377,3,0,0,False,True
35,3743,2,1,1,False,True
31,4148,1,0,0,True,False
18,1051,4,0,0,False,False
54,10739,3,0,0,False,True
35,10388,3,1,0,False,True
30,11416,1,1,0,False,True
20,2600,1,1,1,False,True
30,2422,2,0,1,True,False
26,5472,4,0,0,False,True
22,2451,1,0,0,False,True
48,4240,3,0,0,False,True
48,10999,3,0,0,False,True
41,5003,3,0,0,False,True
39,12742,4,0,0,False,True
27,4227,4,0,0,False,True
35,3917,4,0,0,False,True
42,18303,3,0,0,False,True
50,2380,4,0,0,False,True
59,13726,4,1,0,False,True
37,4777,2,0,1,False,True
55,6385,2,1,0,True,False
41,19973,3,0,0,False,False
38,6861,4,1,0,False,True
26,4969,1,0,1,False,False
52,19845,4,0,1,False,True
44,13320,4,1,0,False,True
50,6347,3,0,0,False,False
36,2743,1,0,1,False,True
39,10880,1,1,0,True,False
33,2342,4,0,0,False,False
45,17650,4,0,0,False,True
32,4025,3,0,0,False,False
34,9725,4,0,0,False,True
59,11904,4,1,0,False,True
45,2177,2,0,0,False,True
53,7525,2,0,0,True,False
36,4834,3,0,1,False,True
26,2042,1,1,1,True,False
34,2220,3,1,0,False,True
28,1052,2,0,0,False,True
38,2821,3,0,0,True,False
50,19237,3,1,0,False,True
37,4107,2,0,0,False,True
40,8396,1,0,0,False,True
26,2007,3,0,0,True,False
46,19627,4,0,0,False,True
54,10686,3,0,0,False,True
56,2942,3,0,0,True,False
36,8858,4,0,0,False,True
55,16756,1,0,0,False,False
43,10798,4,0,0,False,True
20,2323,4,1,1,True,False
21,1416,1,0,1,False,True
46,4615,1,1,0,False,True
51,2461,3,1,1,False,True
28,8722,1,0,1,False,False
26,3955,1,0,0,False,True
30,9957,1,0,0,False,True
41,3376,3,0,0,False,True
38,8823,3,0,0,False,True
40,10322,4,0,0,False,True
27,4621,3,0,0,False,False
55,10976,2,0,0,True,False
28,3660,3,0,0,False,True
44,10482,1,0,1,False,True
33,7119,4,0,0,False,True
35,9582,1,1,1,False,True
33,4508,3,0,1,True,False
28,2207,3,0,0,False,True
34,7756,4,0,0,True,False
37,6694,4,1,0,False,True
25,3691,4,1,1,False,True
26,2377,3,0,1,False,True
33,2313,2,1,1,False,True
42,17665,1,0,0,False,True
28,2596,2,0,1,True,False
50,4728,3,1,1,True,False
33,4302,2,0,0,True,False
34,2979,4,0,0,False,False
48,16885,4,0,0,False,False
45,5593,3,0,0,False,False
52,10445,2,0,0,False,True
38,8740,3,1,0,False,True
29,2514,4,0,0,False,True
28,7655,2,0,0,False,True
46,17465,3,0,0,False,True
38,7351,2,0,0,False,True
43,10820,1,0,0,True,False
39,12169,4,0,1,True,False
40,19626,3,0,0,False,True
21,2070,2,1,0,False,True
39,6782,2,0,0,False,False
36,7779,4,0,0,False,False
31,2791,4,0,0,True,False
28,3201,2,0,0,False,True
35,4968,4,0,0,True,False
49,13120,2,0,0,False,True
34,4033,3,0,0,True,False
29,3291,2,0,0,True,False
42,4272,4,0,0,False,True
29,5056,4,1,0,False,True
38,2844,3,0,0,False,True
28,2703,3,1,0,True,False
18,1904,3,0,1,False,False
33,8224,1,1,1,False,True
41,4766,4,1,0,False,True
31,2610,3,0,1,True,False
37,5731,4,0,0,False,True
27,2539,3,0,0,False,True
34,5714,3,0,0,False,True
35,4323,3,0,0,False,True
29,7336,1,0,1,False,True
40,13499,3,0,0,True,False
42,13758,1,1,1,True,False
42,5155,1,0,0,False,True
35,2258,3,0,0,False,True
24,3597,2,0,0,False,True
28,2515,4,1,1,False,True
26,4420,4,0,0,False,True
30,6578,3,0,0,False,True
40,4422,4,1,0,True,False
35,10274,2,0,0,False,True
34,5343,1,0,0,True,False
35,2376,4,0,0,True,False
43,5346,3,0,1,False,True
32,2827,1,0,0,False,False
56,19943,1,0,0,False,True
29,3131,4,0,0,False,True
19,2552,1,0,0,False,True
45,4477,3,1,0,False,True
37,6474,4,0,0,False,True
20,3033,3,0,0,False,True
44,2936,3,1,1,False,True
53,18606,3,0,0,False,True
29,2168,4,1,0,False,True
22,2853,4,1,1,True,False
46,17048,1,0,0,False,True
44,2290,3,0,0,False,False
33,3600,3,0,0,False,True
41,2107,1,0,1,False,False
30,4115,1,0,0,False,True
40,4327,2,0,0,True,False
50,17856,1,0,0,True,False
28,3196,1,0,0,False,True
46,19081,2,0,0,False,True
35,8966,1,1,0,False,True
24,2210,2,0,1,False,True
33,4539,3,0,0,True,False
36,2741,3,0,0,False,True
30,3491,3,0,0,False,True
44,4541,4,0,0,False,True
20,2678,4,0,0,False,True
46,7379,4,0,0,False,True
42,6272,1,0,0,False,False
60,5220,4,1,0,False,True
32,2743,2,0,0,True,False
32,4998,3,1,0,True,False
36,10252,1,1,0,False,True
33,2781,4,0,0,False,True
40,6852,2,0,0,False,True
25,4950,4,0,0,False,True
30,3579,2,1,0,False,True
42,13191,1,1,0,True,False
35,10377,4,1,0,False,False
27,2235,1,1,0,False,True
54,10502,3,0,0,True,False
44,2011,4,0,0,False,True
19,1859,2,1,1,False,False
29,3760,4,0,0,False,True
54,17779,4,0,0,False,True
31,6833,1,1,0,False,True
31,6812,1,0,0,False,True
59,5171,4,0,0,False,True
43,19740,4,0,0,False,True
49,18711,3,0,0,False,True
36,3692,2,0,0,True,False
48,2559,2,0,0,False,True
27,2517,3,0,0,False,True
29,6623,4,1,0,False,True
48,18265,4,0,0,False,True
29,16124,4,0,0,False,True
34,2585,3,0,0,False,True
44,18213,2,0,0,False,True
33,8380,3,1,0,False,True
19,2994,4,1,0,False,True
23,1223,3,0,0,False,True
25,1118,4,1,1,True,False
26,2875,4,1,0,False,True
45,18824,2,1,1,False,True
55,13577,2,1,0,False,False
21,2625,3,0,1,True,False
46,18789,2,0,0,False,True
34,4538,1,1,0,False,True
51,19847,2,1,0,True,False
59,10512,4,0,0,False,True
34,4444,2,0,0,True,False
28,2154,3,1,0,True,False
44,19190,1,0,0,False,True
34,4490,2,0,0,True,False
